selected_index,feature_name,coefficient,abs_coefficient
727,FEGS_286,-0.016016356333248792,0.016016356333248792
753,FEGS_312,-0.01598816337490343,0.01598816337490343
150,BPF_150,-0.015417923138447306,0.015417923138447306
11,BPF_11,-0.015000359851374863,0.015000359851374863
71,BPF_71,-0.014812949741843402,0.014812949741843402
890,FEGS_449,-0.014446821329609753,0.014446821329609753
239,BPF_239,-0.012963583260056118,0.012963583260056118
984,FEGS_543,-0.011768142007076637,0.011768142007076637
839,FEGS_398,-0.011092790412954716,0.011092790412954716
992,FEGS_551,0.01069027420700761,0.01069027420700761
980,FEGS_539,-0.010206844643394306,0.010206844643394306
850,FEGS_409,-0.010166852615148112,0.010166852615148112
1001,FEGS_560,-0.010032511999189123,0.010032511999189123
198,BPF_198,0.010014346329444673,0.010014346329444673
182,BPF_182,-0.009872073625657691,0.009872073625657691
716,FEGS_275,0.009205934749808914,0.009205934749808914
805,FEGS_364,-0.00884198040146662,0.00884198040146662
843,FEGS_402,0.008598714526526902,0.008598714526526902
684,FEGS_243,-0.00832816437521284,0.00832816437521284
812,FEGS_371,0.00796514988515864,0.00796514988515864
213,BPF_213,0.007622528942557809,0.007622528942557809
119,BPF_119,0.006789831258884964,0.006789831258884964
925,FEGS_484,-0.006607562709185944,0.006607562709185944
67,BPF_67,0.005198332687873819,0.005198332687873819
275,BPF_275,0.004932077725108847,0.004932077725108847
313,BPF_313,0.004932077725108847,0.004932077725108847
669,FEGS_228,-0.00466369370377896,0.00466369370377896
958,FEGS_517,0.004099670726914602,0.004099670726914602
725,FEGS_284,-0.0035981832759355197,0.0035981832759355197
44,BPF_44,-0.003501008242145774,0.003501008242145774
261,BPF_261,-0.0034754935967935873,0.0034754935967935873
246,BPF_246,-0.0034754935967935873,0.0034754935967935873
303,BPF_303,-0.0034754935967935873,0.0034754935967935873
98,BPF_98,0.0033153180536572642,0.0033153180536572642
647,FEGS_206,-0.0030120008764757456,0.0030120008764757456
772,FEGS_331,-0.002992313987725085,0.002992313987725085
811,FEGS_370,0.0029120503139714437,0.0029120503139714437
789,FEGS_348,0.002855760513364489,0.002855760513364489
673,FEGS_232,-0.0024901297905364785,0.0024901297905364785
875,FEGS_434,0.0004572912427708827,0.0004572912427708827
